Geneid	Length
ENSMMUG00000008926	4443
ENSMMUG00000000165	1754
ENSMMUG00000060771	1851
ENSMMUG00000007694	3235
ENSMMUG00000057165	2046
ENSMMUG00000062642	586
ENSMMUG00000018519	1936
ENSMMUG00000049486	2896
ENSMMUG00000052962	3281
ENSMMUG00000022452	5842
ENSMMUG00000061707	2003
ENSMMUG00000020072	6150
ENSMMUG00000049566	148
ENSMMUG00000028899	345
ENSMMUG00000019458	498
ENSMMUG00000042112	2333
ENSMMUG00000018303	312
ENSMMUG00000050706	528
ENSMMUG00000041404	5164
ENSMMUG00000060008	1213
ENSMMUG00000056230	3387
ENSMMUG00000065107	2189
ENSMMUG00000013631	1506
ENSMMUG00000000959	1512
ENSMMUG00000061511	2115
ENSMMUG00000015497	3278
ENSMMUG00000050257	1420
ENSMMUG00000062255	3160
ENSMMUG00000057496	2454
ENSMMUG00000062307	4783
ENSMMUG00000064147	417
ENSMMUG00000007115	1853
ENSMMUG00000054806	57
ENSMMUG00000057141	107
ENSMMUG00000061197	96
ENSMMUG00000054586	3758
ENSMMUG00000006370	6105
ENSMMUG00000054747	903
ENSMMUG00000005920	1059
ENSMMUG00000051080	1329
ENSMMUG00000021680	873
ENSMMUG00000052632	1082
ENSMMUG00000006380	1041
ENSMMUG00000016385	7427
ENSMMUG00000006381	1260
ENSMMUG00000013741	1152
ENSMMUG00000054822	2373
ENSMMUG00000042006	789
ENSMMUG00000054671	117
ENSMMUG00000020073	348
ENSMMUG00000014383	2655
ENSMMUG00000047485	3183
ENSMMUG00000024764	132
ENSMMUG00000058389	1983
ENSMMUG00000064281	2320
ENSMMUG00000014890	888
ENSMMUG00000053292	6195
ENSMMUG00000014891	1922
ENSMMUG00000060252	2892
ENSMMUG00000051693	116
ENSMMUG00000050227	1774
ENSMMUG00000062142	4793
ENSMMUG00000062276	116
ENSMMUG00000053642	1164
ENSMMUG00000057050	3413
ENSMMUG00000017815	2006
ENSMMUG00000005710	2125
ENSMMUG00000034782	105
ENSMMUG00000051835	5697
ENSMMUG00000026829	154
ENSMMUG00000006307	6979
ENSMMUG00000064440	148
ENSMMUG00000060948	1027
ENSMMUG00000056926	1434
ENSMMUG00000000129	1656
ENSMMUG00000028952	11499
ENSMMUG00000058330	3870
ENSMMUG00000000130	2384
ENSMMUG00000059348	107
ENSMMUG00000022185	3986
ENSMMUG00000006308	2779
ENSMMUG00000061280	148
ENSMMUG00000024821	106
ENSMMUG00000002811	5390
ENSMMUG00000017889	2427
ENSMMUG00000060521	4067
ENSMMUG00000052856	107
ENSMMUG00000001751	1311
ENSMMUG00000054349	148
ENSMMUG00000028699	997
ENSMMUG00000063555	483
ENSMMUG00000022186	12809
ENSMMUG00000028701	1412
ENSMMUG00000016124	1188
ENSMMUG00000013193	2662
ENSMMUG00000060991	1489
ENSMMUG00000046159	936
ENSMMUG00000058682	898
ENSMMUG00000055409	1017
ENSMMUG00000058939	2046
ENSMMUG00000004411	1642
ENSMMUG00000051248	3558
ENSMMUG00000002781	4496
ENSMMUG00000046186	5814
ENSMMUG00000050072	148
ENSMMUG00000060887	1544
ENSMMUG00000061412	1372
ENSMMUG00000003347	4190
ENSMMUG00000024077	157
ENSMMUG00000058146	104
ENSMMUG00000054031	148
ENSMMUG00000055726	148
ENSMMUG00000057592	1918
ENSMMUG00000050509	1218
ENSMMUG00000001653	2238
ENSMMUG00000008439	3760
ENSMMUG00000001655	848
ENSMMUG00000046641	3007
ENSMMUG00000061460	1552
ENSMMUG00000064054	755
ENSMMUG00000058679	1015
ENSMMUG00000060043	2096
ENSMMUG00000053213	1500
ENSMMUG00000000507	2225
ENSMMUG00000058485	528
ENSMMUG00000002740	5978
ENSMMUG00000036719	64
ENSMMUG00000054815	1753
ENSMMUG00000046685	1770
ENSMMUG00000064683	1551
ENSMMUG00000051817	2453
ENSMMUG00000022369	3631
ENSMMUG00000042459	766
ENSMMUG00000040527	351
ENSMMUG00000009990	4951
ENSMMUG00000045178	314
ENSMMUG00000051824	2444
ENSMMUG00000028468	134
ENSMMUG00000054136	978
ENSMMUG00000026131	131
ENSMMUG00000025988	95
ENSMMUG00000008438	3284
ENSMMUG00000037814	59
ENSMMUG00000025250	195
ENSMMUG00000061163	1135
ENSMMUG00000038421	283
ENSMMUG00000057574	149
ENSMMUG00000009969	2597
ENSMMUG00000014601	4827
ENSMMUG00000062103	12076
ENSMMUG00000055843	148
ENSMMUG00000034106	67
ENSMMUG00000033038	134
ENSMMUG00000050863	6033
ENSMMUG00000041898	298
ENSMMUG00000024276	161
ENSMMUG00000053576	230
ENSMMUG00000064866	3816
ENSMMUG00000059806	2431
ENSMMUG00000065256	2497
ENSMMUG00000057344	1681
ENSMMUG00000044413	1177
ENSMMUG00000060708	2391
ENSMMUG00000064438	1816
ENSMMUG00000063507	1493
ENSMMUG00000055042	1975
ENSMMUG00000052804	2811
ENSMMUG00000014830	486
ENSMMUG00000057267	973
ENSMMUG00000020909	987
ENSMMUG00000062566	1376
ENSMMUG00000065247	5044
ENSMMUG00000063928	1107
ENSMMUG00000054960	2485
ENSMMUG00000027220	112
ENSMMUG00000055361	3729
ENSMMUG00000049426	149
ENSMMUG00000018500	4163
ENSMMUG00000059842	1297
ENSMMUG00000061203	4343
ENSMMUG00000065102	5666
ENSMMUG00000022933	7347
ENSMMUG00000059932	117
ENSMMUG00000033055	107
ENSMMUG00000010939	5534
ENSMMUG00000005317	3365
ENSMMUG00000028974	3008
ENSMMUG00000011263	3092
ENSMMUG00000051833	1062
ENSMMUG00000058733	3772
ENSMMUG00000005318	4462
ENSMMUG00000055289	3569
ENSMMUG00000064813	107
ENSMMUG00000001100	1768
ENSMMUG00000007909	2265
ENSMMUG00000062503	117
ENSMMUG00000011262	2849
ENSMMUG00000015978	7719
ENSMMUG00000064769	2233
ENSMMUG00000001633	1983
ENSMMUG00000006543	3351
ENSMMUG00000054167	1065
ENSMMUG00000010354	330
ENSMMUG00000001639	2151
ENSMMUG00000058642	1828
ENSMMUG00000000639	4416
ENSMMUG00000017296	2636
ENSMMUG00000055757	148
ENSMMUG00000053994	3871
ENSMMUG00000003348	4558
ENSMMUG00000057926	102
ENSMMUG00000001641	6353
ENSMMUG00000045173	297
ENSMMUG00000001516	2825
ENSMMUG00000065157	2751
ENSMMUG00000017297	3493
ENSMMUG00000021585	778
ENSMMUG00000056605	148
ENSMMUG00000058626	3971
ENSMMUG00000001645	5596
ENSMMUG00000008028	7429
ENSMMUG00000056084	3485
ENSMMUG00000021586	1996
ENSMMUG00000057537	107
ENSMMUG00000012513	2583
ENSMMUG00000062631	104
ENSMMUG00000050734	1192
ENSMMUG00000010971	3821
ENSMMUG00000010180	3386
ENSMMUG00000045333	304
ENSMMUG00000007429	1122
ENSMMUG00000021587	591
ENSMMUG00000024307	141
ENSMMUG00000028474	95
ENSMMUG00000054336	1436
ENSMMUG00000060826	148
ENSMMUG00000026461	130
ENSMMUG00000000886	1704
ENSMMUG00000063325	1582
ENSMMUG00000007576	6219
ENSMMUG00000000887	5120
ENSMMUG00000010179	973
ENSMMUG00000052953	2522
ENSMMUG00000006437	3307
ENSMMUG00000043605	5643
ENSMMUG00000060833	1281
ENSMMUG00000012043	7230
ENSMMUG00000014668	1932
ENSMMUG00000014664	4245
ENSMMUG00000022419	5109
ENSMMUG00000024515	132
ENSMMUG00000055940	5749
ENSMMUG00000010748	3435
ENSMMUG00000049278	107
ENSMMUG00000056803	2198
ENSMMUG00000037723	942
ENSMMUG00000013974	2886
ENSMMUG00000017038	3368
ENSMMUG00000064385	148
ENSMMUG00000051967	3277
ENSMMUG00000016714	7116
ENSMMUG00000051903	148
ENSMMUG00000062261	114
ENSMMUG00000058369	159
ENSMMUG00000055537	148
ENSMMUG00000037123	60
ENSMMUG00000029018	1459
ENSMMUG00000058943	1847
ENSMMUG00000010151	4026
ENSMMUG00000064035	798
ENSMMUG00000020612	7306
ENSMMUG00000048146	1023
ENSMMUG00000064249	2809
ENSMMUG00000013770	2733
ENSMMUG00000015345	1515
ENSMMUG00000014257	3945
ENSMMUG00000010582	3291
ENSMMUG00000062955	107
ENSMMUG00000054435	152
ENSMMUG00000060658	1045
ENSMMUG00000011584	9558
ENSMMUG00000024653	107
ENSMMUG00000051449	678
ENSMMUG00000058591	104
ENSMMUG00000040545	474
ENSMMUG00000049472	1724
ENSMMUG00000023208	2655
ENSMMUG00000026853	85
ENSMMUG00000015348	7303
ENSMMUG00000061738	1320
ENSMMUG00000032825	104
ENSMMUG00000023210	795
ENSMMUG00000053415	1620
ENSMMUG00000021153	3673
ENSMMUG00000001187	2024
ENSMMUG00000060037	104
ENSMMUG00000043699	486
ENSMMUG00000064608	148
ENSMMUG00000000965	6172
ENSMMUG00000062163	2883
ENSMMUG00000005141	1618
ENSMMUG00000050149	2961
ENSMMUG00000015585	2414
ENSMMUG00000034141	100
ENSMMUG00000055420	2244
ENSMMUG00000020598	6030
ENSMMUG00000053025	7913
ENSMMUG00000005143	1026
ENSMMUG00000057609	2263
ENSMMUG00000052285	2857
ENSMMUG00000049428	148
ENSMMUG00000011105	2135
ENSMMUG00000013552	4437
ENSMMUG00000055503	1341
ENSMMUG00000059091	4493
ENSMMUG00000049695	4087
ENSMMUG00000015588	3618
ENSMMUG00000005760	2282
ENSMMUG00000043506	2108
ENSMMUG00000050261	2326
ENSMMUG00000052912	103
ENSMMUG00000007764	2508
ENSMMUG00000021588	4430
ENSMMUG00000040973	2182
ENSMMUG00000055653	1902
ENSMMUG00000063328	165
ENSMMUG00000027214	97
ENSMMUG00000059443	651
ENSMMUG00000057265	6244
ENSMMUG00000063698	1436
ENSMMUG00000061544	3483
ENSMMUG00000041905	4791
ENSMMUG00000065255	2341
ENSMMUG00000000208	4649
ENSMMUG00000025513	101
ENSMMUG00000025789	104
ENSMMUG00000054761	1311
ENSMMUG00000050623	858
ENSMMUG00000008867	5729
ENSMMUG00000013558	7104
ENSMMUG00000055393	1505
ENSMMUG00000055693	833
ENSMMUG00000009470	3519
ENSMMUG00000044001	2875
ENSMMUG00000059017	1704
ENSMMUG00000052548	1572
ENSMMUG00000059429	51
ENSMMUG00000049921	1785
ENSMMUG00000023907	89
ENSMMUG00000003177	504
ENSMMUG00000028881	3790
ENSMMUG00000003178	4070
ENSMMUG00000052821	2168
ENSMMUG00000008774	5487
ENSMMUG00000062436	2038
ENSMMUG00000056298	117
ENSMMUG00000012145	3987
ENSMMUG00000014308	2378
ENSMMUG00000055078	84
ENSMMUG00000058279	2358
ENSMMUG00000009472	6215
ENSMMUG00000038942	293
ENSMMUG00000062913	174
ENSMMUG00000033970	86
ENSMMUG00000027796	135
ENSMMUG00000023646	4560
ENSMMUG00000013379	848
ENSMMUG00000059825	117
ENSMMUG00000006281	3404
ENSMMUG00000034741	99
ENSMMUG00000016708	3262
ENSMMUG00000028891	2334
ENSMMUG00000008777	9536
ENSMMUG00000053362	148
ENSMMUG00000060041	972
ENSMMUG00000051921	2149
ENSMMUG00000042420	2609
ENSMMUG00000013408	2430
ENSMMUG00000064889	1814
ENSMMUG00000012718	4873
ENSMMUG00000062105	1442
ENSMMUG00000058938	870
ENSMMUG00000060983	3070
ENSMMUG00000014423	3930
ENSMMUG00000064333	4730
ENSMMUG00000011550	3208
ENSMMUG00000049466	997
ENSMMUG00000040196	305
ENSMMUG00000047166	1839
ENSMMUG00000022087	4866
ENSMMUG00000002108	762
ENSMMUG00000056685	148
ENSMMUG00000055650	1856
ENSMMUG00000023112	2341
ENSMMUG00000033233	106
ENSMMUG00000056210	117
ENSMMUG00000063093	15150
ENSMMUG00000060509	2509
ENSMMUG00000009500	2322
ENSMMUG00000063793	147
ENSMMUG00000011549	2062
ENSMMUG00000054947	147
ENSMMUG00000011548	3608
ENSMMUG00000047354	1267
ENSMMUG00000047773	63
ENSMMUG00000059181	4402
ENSMMUG00000064525	148
ENSMMUG00000049729	148
ENSMMUG00000000388	15686
ENSMMUG00000055327	2781
ENSMMUG00000018670	2755
ENSMMUG00000013742	6478
ENSMMUG00000061014	1802
ENSMMUG00000005876	2823
ENSMMUG00000064857	3546
ENSMMUG00000060575	805
ENSMMUG00000016080	4041
ENSMMUG00000037475	817
ENSMMUG00000013675	1930
ENSMMUG00000063207	2289
ENSMMUG00000049782	2818
ENSMMUG00000016082	4071
ENSMMUG00000010092	4117
ENSMMUG00000016084	1150
ENSMMUG00000014424	5599
ENSMMUG00000054513	1631
ENSMMUG00000054014	3821
ENSMMUG00000009144	1184
ENSMMUG00000058708	1881
ENSMMUG00000053060	1555
ENSMMUG00000019159	4785
ENSMMUG00000058039	5932
ENSMMUG00000056742	1275
ENSMMUG00000000449	5109
ENSMMUG00000055148	4460
ENSMMUG00000012531	6411
ENSMMUG00000000451	4414
ENSMMUG00000025206	107
ENSMMUG00000065334	1733
ENSMMUG00000058421	73
ENSMMUG00000013676	2594
ENSMMUG00000052489	1440
ENSMMUG00000061932	148
ENSMMUG00000033180	127
ENSMMUG00000004008	5579
ENSMMUG00000061369	117
ENSMMUG00000009755	5270
ENSMMUG00000061246	1512
ENSMMUG00000059779	2633
ENSMMUG00000058738	1406
ENSMMUG00000004009	4562
ENSMMUG00000054577	837
ENSMMUG00000044618	964
ENSMMUG00000013775	4158
ENSMMUG00000059513	117
ENSMMUG00000048376	273
ENSMMUG00000006729	5787
ENSMMUG00000013777	4563
ENSMMUG00000004918	4499
ENSMMUG00000005155	3125
ENSMMUG00000006103	3934
ENSMMUG00000023015	4007
ENSMMUG00000056202	2977
ENSMMUG00000041153	1250
ENSMMUG00000041073	280
ENSMMUG00000050147	1138
ENSMMUG00000059575	1623
ENSMMUG00000026545	94
ENSMMUG00000038661	1045
ENSMMUG00000000975	12738
ENSMMUG00000021514	2545
ENSMMUG00000051525	1717
ENSMMUG00000003018	483
ENSMMUG00000016023	9175
ENSMMUG00000024070	105
ENSMMUG00000054169	103
ENSMMUG00000035068	113
ENSMMUG00000032988	156
ENSMMUG00000050527	2729
ENSMMUG00000058500	148
ENSMMUG00000022326	3584
ENSMMUG00000010440	6703
ENSMMUG00000021515	2647
ENSMMUG00000027123	88
ENSMMUG00000027064	70
ENSMMUG00000024240	107
ENSMMUG00000064381	117
ENSMMUG00000018815	6445
ENSMMUG00000057482	764
ENSMMUG00000054374	55
ENSMMUG00000062757	2018
ENSMMUG00000061730	2331
ENSMMUG00000049279	3926
ENSMMUG00000022248	1406
ENSMMUG00000019958	1881
ENSMMUG00000011040	5209
ENSMMUG00000026087	150
ENSMMUG00000040070	1939
ENSMMUG00000060139	4485
ENSMMUG00000016186	5272
ENSMMUG00000001091	6530
ENSMMUG00000058310	60
ENSMMUG00000060194	98
ENSMMUG00000002774	5709
ENSMMUG00000059569	5800
ENSMMUG00000016187	3747
ENSMMUG00000051005	107
ENSMMUG00000054757	776
ENSMMUG00000020326	4243
ENSMMUG00000062031	4921
ENSMMUG00000034903	106
ENSMMUG00000056458	2310
ENSMMUG00000018706	2300
ENSMMUG00000059362	2761
ENSMMUG00000035747	179
ENSMMUG00000058367	1664
ENSMMUG00000052367	1693
ENSMMUG00000055056	73
ENSMMUG00000055674	829
ENSMMUG00000050137	4593
ENSMMUG00000054540	398
ENSMMUG00000012559	2833
ENSMMUG00000033077	67
ENSMMUG00000023352	678
ENSMMUG00000021516	3234
ENSMMUG00000007161	3132
ENSMMUG00000022044	5165
ENSMMUG00000050319	2965
ENSMMUG00000053596	216
ENSMMUG00000064531	1587
ENSMMUG00000063824	2331
ENSMMUG00000052803	148
ENSMMUG00000025133	108
ENSMMUG00000058150	3980
ENSMMUG00000004386	2787
ENSMMUG00000036662	112
ENSMMUG00000007152	5702
ENSMMUG00000035686	126
ENSMMUG00000004573	1617
ENSMMUG00000023408	5938
ENSMMUG00000007342	11124
ENSMMUG00000050990	1104
ENSMMUG00000007149	2510
ENSMMUG00000054706	1756
ENSMMUG00000025474	102
ENSMMUG00000061687	3277
ENSMMUG00000058924	117
ENSMMUG00000004387	4331
ENSMMUG00000035669	63
ENSMMUG00000001040	7311
ENSMMUG00000047643	4881
ENSMMUG00000051402	1817
ENSMMUG00000007155	3335
ENSMMUG00000054088	2195
ENSMMUG00000021517	4533
ENSMMUG00000023274	6731
ENSMMUG00000007157	2514
ENSMMUG00000053037	148
ENSMMUG00000005067	3142
ENSMMUG00000051088	1419
ENSMMUG00000062487	1540
ENSMMUG00000055519	148
ENSMMUG00000064844	4003
ENSMMUG00000014717	2187
ENSMMUG00000060251	104
ENSMMUG00000009958	3112
ENSMMUG00000056404	1552
ENSMMUG00000022476	2705
ENSMMUG00000016016	4501
ENSMMUG00000058106	1431
ENSMMUG00000054347	105
ENSMMUG00000050518	2187
ENSMMUG00000049293	3828
ENSMMUG00000009952	1698
ENSMMUG00000014716	5443
ENSMMUG00000027816	113
ENSMMUG00000022478	4582
ENSMMUG00000062333	2972
ENSMMUG00000007151	687
ENSMMUG00000053040	91
ENSMMUG00000045425	735
ENSMMUG00000037508	654
ENSMMUG00000012560	1542
ENSMMUG00000024016	102
ENSMMUG00000064490	2112
ENSMMUG00000016018	1850
ENSMMUG00000064221	477
ENSMMUG00000007479	606
ENSMMUG00000055934	1252
ENSMMUG00000062069	148
ENSMMUG00000003435	4995
ENSMMUG00000045821	4947
ENSMMUG00000063726	2307
ENSMMUG00000064292	912
ENSMMUG00000061745	472
ENSMMUG00000059464	1846
ENSMMUG00000004064	2317
ENSMMUG00000000892	2756
ENSMMUG00000051369	1461
ENSMMUG00000060762	4721
ENSMMUG00000052475	1396
ENSMMUG00000063170	1137
ENSMMUG00000062070	1955
ENSMMUG00000064656	2742
ENSMMUG00000034608	104
ENSMMUG00000023475	10695
ENSMMUG00000017786	2909
ENSMMUG00000008783	3705
ENSMMUG00000061939	148
ENSMMUG00000058777	148
ENSMMUG00000060738	1276
ENSMMUG00000016019	1893
ENSMMUG00000065310	941
ENSMMUG00000010152	6797
ENSMMUG00000053131	104
ENSMMUG00000045300	282
ENSMMUG00000007480	2484
ENSMMUG00000052470	1044
ENSMMUG00000015647	1401
ENSMMUG00000044908	298
ENSMMUG00000001087	1095
ENSMMUG00000033986	124
ENSMMUG00000051729	1582
ENSMMUG00000049797	3132
ENSMMUG00000028472	84
ENSMMUG00000020283	4148
ENSMMUG00000064462	2414
ENSMMUG00000063500	148
ENSMMUG00000065046	117
ENSMMUG00000038290	128
ENSMMUG00000034269	133
ENSMMUG00000007486	3014
ENSMMUG00000010189	2166
ENSMMUG00000006489	4228
ENSMMUG00000020284	950
ENSMMUG00000017700	6450
ENSMMUG00000062788	1843
ENSMMUG00000041944	1372
ENSMMUG00000057070	4565
ENSMMUG00000043484	1351
ENSMMUG00000026317	135
ENSMMUG00000051951	2814
ENSMMUG00000056417	3034
ENSMMUG00000040636	300
ENSMMUG00000041834	285
ENSMMUG00000025460	105
ENSMMUG00000020285	3960
ENSMMUG00000050254	3060
ENSMMUG00000061889	1203
ENSMMUG00000019723	3608
ENSMMUG00000064310	148
ENSMMUG00000041072	3374
ENSMMUG00000043850	1009
ENSMMUG00000010190	3559
ENSMMUG00000038977	625
ENSMMUG00000061278	5965
ENSMMUG00000006943	8025
ENSMMUG00000051219	1503
ENSMMUG00000059257	2964
ENSMMUG00000051162	1892
ENSMMUG00000025572	106
ENSMMUG00000060954	148
ENSMMUG00000038015	62
ENSMMUG00000015417	2851
ENSMMUG00000014724	3978
ENSMMUG00000003591	2749
ENSMMUG00000058283	148
ENSMMUG00000055677	147
ENSMMUG00000038318	321
ENSMMUG00000053114	1877
ENSMMUG00000051999	1627
ENSMMUG00000045410	606
ENSMMUG00000044714	73
ENSMMUG00000020995	1878
ENSMMUG00000001338	6624
ENSMMUG00000014728	2358
ENSMMUG00000028933	468
ENSMMUG00000022511	8119
ENSMMUG00000024660	106
ENSMMUG00000016022	6363
ENSMMUG00000014981	3138
ENSMMUG00000042191	304
ENSMMUG00000006037	1428
ENSMMUG00000060321	1110
ENSMMUG00000000825	1513
ENSMMUG00000039391	293
ENSMMUG00000052668	912
ENSMMUG00000056131	3331
ENSMMUG00000013157	3079
ENSMMUG00000020996	2214
ENSMMUG00000062360	131
ENSMMUG00000006033	8903
ENSMMUG00000039515	5638
ENSMMUG00000063896	117
ENSMMUG00000005539	2801
ENSMMUG00000052189	105
ENSMMUG00000020765	2358
ENSMMUG00000010244	3801
ENSMMUG00000050102	1191
ENSMMUG00000033780	99
ENSMMUG00000064253	99
ENSMMUG00000051150	2011
ENSMMUG00000050988	815
ENSMMUG00000040361	5559
ENSMMUG00000028886	1047
ENSMMUG00000054423	147
ENSMMUG00000061802	149
ENSMMUG00000025039	200
ENSMMUG00000007374	2454
ENSMMUG00000036516	104
ENSMMUG00000039114	121
ENSMMUG00000020766	8421
ENSMMUG00000008051	117
ENSMMUG00000029010	1932
ENSMMUG00000061314	148
ENSMMUG00000007368	705
ENSMMUG00000042098	263
ENSMMUG00000063192	2017
ENSMMUG00000007370	1608
ENSMMUG00000000082	471
ENSMMUG00000014640	11577
ENSMMUG00000046122	299
ENSMMUG00000007376	2350
ENSMMUG00000051746	6148
ENSMMUG00000041378	10505
ENSMMUG00000056672	1597
ENSMMUG00000060856	1105
ENSMMUG00000042020	287
ENSMMUG00000024387	69
ENSMMUG00000058285	2405
ENSMMUG00000057734	148
ENSMMUG00000019398	2909
ENSMMUG00000007380	4506
ENSMMUG00000053391	471
ENSMMUG00000059621	4164
ENSMMUG00000062108	1017
ENSMMUG00000050508	3828
ENSMMUG00000060473	3423
ENSMMUG00000054050	1717
ENSMMUG00000056251	611
ENSMMUG00000060272	1001
ENSMMUG00000038671	108
ENSMMUG00000059961	2060
ENSMMUG00000033381	83
ENSMMUG00000055091	496
ENSMMUG00000033757	68
ENSMMUG00000060114	474
ENSMMUG00000019399	3740
ENSMMUG00000022134	2220
ENSMMUG00000055579	1149
ENSMMUG00000010638	2926
ENSMMUG00000003154	1944
ENSMMUG00000051564	43
ENSMMUG00000051374	2037
ENSMMUG00000019402	732
ENSMMUG00000003733	1950
ENSMMUG00000055000	2418
ENSMMUG00000020667	2252
ENSMMUG00000061001	3183
ENSMMUG00000019404	3631
ENSMMUG00000057858	1304
ENSMMUG00000003137	2898
ENSMMUG00000005477	3287
ENSMMUG00000050940	1017
ENSMMUG00000043403	3005
ENSMMUG00000002655	4134
ENSMMUG00000055150	230
ENSMMUG00000034564	105
ENSMMUG00000005478	2568
ENSMMUG00000000200	4412
ENSMMUG00000019304	4482
ENSMMUG00000057767	1688
ENSMMUG00000061722	107
ENSMMUG00000058606	1557
ENSMMUG00000002659	3186
ENSMMUG00000019405	1981
ENSMMUG00000014149	6827
ENSMMUG00000060491	117
ENSMMUG00000010197	4032
ENSMMUG00000000346	453
ENSMMUG00000049727	5719
ENSMMUG00000019306	1373
ENSMMUG00000002661	3164
ENSMMUG00000019407	5204
ENSMMUG00000055116	321
ENSMMUG00000055870	1261
ENSMMUG00000051867	1334
ENSMMUG00000051492	1194
ENSMMUG00000028137	133
ENSMMUG00000002663	1550
ENSMMUG00000055121	148
ENSMMUG00000055268	2607
ENSMMUG00000033173	105
ENSMMUG00000064437	2410
ENSMMUG00000044836	299
ENSMMUG00000039862	298
ENSMMUG00000014143	2218
ENSMMUG00000055587	5925
ENSMMUG00000053276	1648
ENSMMUG00000037214	67
ENSMMUG00000060642	148
ENSMMUG00000015236	1041
ENSMMUG00000033750	111
ENSMMUG00000057375	2191
ENSMMUG00000061732	1910
ENSMMUG00000045757	321
ENSMMUG00000034978	108
ENSMMUG00000061268	2053
ENSMMUG00000014144	3282
ENSMMUG00000055920	2600
ENSMMUG00000057832	543
ENSMMUG00000001635	3374
ENSMMUG00000046464	854
ENSMMUG00000056390	148
ENSMMUG00000065342	1020
ENSMMUG00000010199	1412
ENSMMUG00000000776	2798
ENSMMUG00000000943	6060
ENSMMUG00000061068	1466
ENSMMUG00000052895	1576
ENSMMUG00000014810	4569
ENSMMUG00000010200	3183
ENSMMUG00000013735	2186
ENSMMUG00000056412	110
ENSMMUG00000052791	1530
ENSMMUG00000033670	126
ENSMMUG00000060305	2046
ENSMMUG00000006775	4389
ENSMMUG00000058320	107
ENSMMUG00000053355	148
ENSMMUG00000062506	5756
ENSMMUG00000018428	225
ENSMMUG00000019082	5953
ENSMMUG00000000458	1295
ENSMMUG00000036341	107
ENSMMUG00000059347	2938
ENSMMUG00000032787	73
ENSMMUG00000014650	2372
ENSMMUG00000039223	669
ENSMMUG00000003204	4714
ENSMMUG00000060081	2091
ENSMMUG00000051556	107
ENSMMUG00000053023	1233
ENSMMUG00000064702	4031
ENSMMUG00000000459	4133
ENSMMUG00000018860	369
ENSMMUG00000061394	114
ENSMMUG00000039030	2962
ENSMMUG00000003212	3032
ENSMMUG00000062392	5471
ENSMMUG00000063888	6459
ENSMMUG00000029011	2466
ENSMMUG00000038767	286
ENSMMUG00000020819	1983
ENSMMUG00000020821	12713
ENSMMUG00000022654	1176
ENSMMUG00000049838	1419
ENSMMUG00000022655	5584
ENSMMUG00000026651	107
ENSMMUG00000064818	100
ENSMMUG00000063894	2127
ENSMMUG00000059106	2595
ENSMMUG00000061674	98
ENSMMUG00000061408	2002
ENSMMUG00000065346	648
ENSMMUG00000010760	1413
ENSMMUG00000010761	6561
ENSMMUG00000047441	97
ENSMMUG00000022789	4087
ENSMMUG00000064495	1043
ENSMMUG00000052440	1776
ENSMMUG00000054357	1040
ENSMMUG00000056520	1574
ENSMMUG00000007721	3884
ENSMMUG00000028941	1281
ENSMMUG00000027430	113
ENSMMUG00000057083	620
ENSMMUG00000017845	5220
ENSMMUG00000035916	62
ENSMMUG00000017850	1216
ENSMMUG00000017745	5379
ENSMMUG00000052964	4399
ENSMMUG00000010744	729
ENSMMUG00000054660	3139
ENSMMUG00000011359	1974
ENSMMUG00000054603	148
ENSMMUG00000056214	2031
ENSMMUG00000019260	1614
ENSMMUG00000055146	1025
ENSMMUG00000016221	2176
ENSMMUG00000065220	1008
ENSMMUG00000008734	1957
ENSMMUG00000062231	1831
ENSMMUG00000064914	1733
ENSMMUG00000052928	148
ENSMMUG00000057736	1143
ENSMMUG00000050601	1850
ENSMMUG00000034574	108
ENSMMUG00000036275	60
ENSMMUG00000063527	148
ENSMMUG00000062275	107
ENSMMUG00000057961	1652
ENSMMUG00000064878	1241
ENSMMUG00000046089	1200
ENSMMUG00000057989	729
ENSMMUG00000061856	154
ENSMMUG00000062007	151
ENSMMUG00000053916	1842
ENSMMUG00000047299	1599
ENSMMUG00000061179	134
ENSMMUG00000056041	2544
ENSMMUG00000058398	1709
ENSMMUG00000049568	1992
ENSMMUG00000061403	2307
ENSMMUG00000061710	1264
ENSMMUG00000010813	4527
ENSMMUG00000003014	991
ENSMMUG00000002473	1538
ENSMMUG00000017115	2285
ENSMMUG00000057199	1528
ENSMMUG00000037275	63
ENSMMUG00000025147	106
ENSMMUG00000034837	106
ENSMMUG00000017119	4463
ENSMMUG00000002724	6261
ENSMMUG00000018270	1095
ENSMMUG00000062214	100
ENSMMUG00000016063	4775
ENSMMUG00000002469	4903
ENSMMUG00000023282	12090
ENSMMUG00000062344	1949
ENSMMUG00000060532	1088
ENSMMUG00000056816	1224
ENSMMUG00000030466	1410
ENSMMUG00000017120	2220
ENSMMUG00000053579	156
ENSMMUG00000016064	2347
ENSMMUG00000065177	1713
ENSMMUG00000010907	705
ENSMMUG00000016067	3733
ENSMMUG00000057597	625
ENSMMUG00000049676	1088
ENSMMUG00000060085	1135
ENSMMUG00000058514	548
ENSMMUG00000022443	2059
ENSMMUG00000035913	104
ENSMMUG00000056614	1040
ENSMMUG00000010908	6052
ENSMMUG00000050534	2327
ENSMMUG00000054835	2583
ENSMMUG00000036103	102
